,key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
32,33,,,2019-05-04 13:14:08,2019-05-04 13:02:35,,,,,,,,2019-05-04 12:48:12,,2019-05-04 12:48:12,2019-05-04 12:48:12
33,34,,,2019-05-04 13:41:10,,,,,,,,,2019-05-04 13:36:43,,2019-05-04 13:36:43,2019-05-04 13:36:43
34,35,,,2019-05-04 14:11:43,2019-05-04 14:11:43,,,,,,,,2019-05-04 14:06:42,,2019-05-04 14:06:42,2019-05-04 14:06:42
35,36,,,,2019-05-04 14:48:22,,,,,,,,2019-05-04 14:43:42,,2019-05-04 14:43:42,2019-05-04 14:43:42
36,37,,,2019-05-04 15:24:10,,,,,,,,,2019-05-04 15:16:07,,2019-05-04 15:16:07,2019-05-04 15:16:07
37,38,,,2019-05-04 16:20:16,,,,,,,,,2019-05-04 16:11:42,,2019-05-04 16:11:42,2019-05-04 16:11:42
38,39,,,,2019-05-04 16:55:52,,,,,,,,2019-05-04 16:50:57,,2019-05-04 16:50:57,2019-05-04 16:50:57
39,40,,,,2019-05-04 18:22:22,,,,,,,,2019-05-04 18:13:32,,2019-05-04 18:13:32,2019-05-04 18:13:32
40,43,,,2019-05-04 20:34:07,,,,,,,,,2019-05-04 20:23:24,,2019-05-04 20:23:24,2019-05-04 20:23:24
41,44,,,,,,2019-05-04 22:33:48,,,,,,2019-05-05 00:39:35,2019-05-05 00:39:35,2019-05-04 22:15:42,2019-05-05 00:39:35
42,45,,,,,,2019-05-04 23:17:36,,,,,,2019-05-04 23:32:13,,2019-05-04 23:08:55,2019-05-04 23:32:13
43,46,,,,,,2019-05-05 00:51:48,,,,,,2019-05-05 00:44:23,,2019-05-05 00:00:34,2019-05-05 00:44:23
44,47,,,,,,2019-05-05 01:24:18,,,,,,2019-05-05 01:20:39,,2019-05-05 01:20:39,2019-05-05 01:20:39
45,48,,,,,,2019-05-05 01:48:53,,,,,,,,,
46,49,,,,,,2019-05-05 04:04:30,,,,,,,,,
47,50,,,,,,2019-05-05 05:03:01,,,,,,,,,
48,57,2019-05-05 10:09:13,,,,,2019-05-05 10:25:10,,,,,,2019-05-05 10:02:49,,2019-05-05 10:02:49,2019-05-05 10:02:49
49,58,2019-05-05 11:01:42,,,,,2019-05-05 11:05:20,,,,,,2019-05-05 10:55:16,,2019-05-05 10:55:16,2019-05-05 10:55:16
50,59,2019-05-05 11:59:23,,,,,2019-05-05 12:14:19,,,,,,2019-05-05 11:52:49,,2019-05-05 11:52:49,2019-05-05 11:52:49
51,60,2019-05-05 13:13:45,,,,,2019-05-05 13:18:53,,,,,,2019-05-05 13:09:29,,2019-05-05 13:09:29,2019-05-05 13:09:29
52,61,2019-05-05 14:17:04,,,,,2019-05-05 14:20:57,,,,,,2019-05-05 14:14:35,,2019-05-05 14:14:35,2019-05-05 14:14:35
53,62,2019-05-05 15:03:54,,,,,2019-05-05 15:08:59,,,,,,2019-05-05 15:03:54,,2019-05-05 15:03:54,2019-05-05 15:03:54
54,63,2019-05-05 16:00:33,,,,,2019-05-05 16:02:20,,,,,,2019-05-05 15:56:57,,2019-05-05 15:56:57,2019-05-05 15:56:57
55,64,,,,,,2019-05-05 16:45:05,,,,,2019-05-05 16:45:05,2019-05-05 16:41:19,,2019-05-05 16:41:19,2019-05-05 16:41:19
56,65,,,,,,2019-05-05 18:52:46,,,,,,2019-05-05 18:20:57,,2019-05-05 18:20:57,2019-05-05 18:20:57
57,66,,,,2019-05-05 19:18:03,,,,,,,,,,2019-05-05 19:13:32,2019-05-05 19:13:32
58,67,,,,2019-05-05 19:53:03,,,,,,,,,,2019-05-05 19:44:48,
59,68,,,,,,,,,,,,2019-05-05 20:12:52,,2019-05-05 20:12:52,2019-05-05 20:12:52
60,69,2019-05-05 20:49:32,,,2019-05-05 21:00:55,,,,,,,,2019-05-05 20:36:30,,2019-05-05 20:36:30,2019-05-05 20:36:30
61,70,,,,2019-05-05 21:30:39,,,,,,,,2019-05-05 21:27:49,,2019-05-05 21:27:49,2019-05-05 21:27:49
62,71,,,,2019-05-05 22:24:24,,,,,,,,2019-05-05 22:01:00,,2019-05-05 22:01:00,2019-05-05 22:01:00
63,73,,,,2019-05-05 23:13:46,,,,,,,,2019-05-05 23:07:32,,2019-05-05 23:07:32,2019-05-05 23:07:32
64,74,,,,2019-05-06 00:01:50,,,,,,,,2019-05-05 23:53:27,,2019-05-05 23:53:27,2019-05-05 23:53:27
65,75,,,,2019-05-06 00:50:23,,,,,,,,,,,
66,76,,,,2019-05-06 01:28:33,,,,,,2019-05-06 01:36:24,,,,,
67,77,,,2019-05-06 02:28:27,,,2019-05-06 02:28:27,,,,,,2019-05-06 02:02:14,,2019-05-06 02:02:14,2019-05-06 02:02:14
68,78,,,2019-05-06 03:15:07,,,2019-05-06 03:15:07,,,,,,2019-05-06 02:55:17,,2019-05-06 02:55:17,2019-05-06 02:55:17
69,79,,,2019-05-06 04:19:48,,,,,,,,,2019-05-06 04:01:08,,2019-05-06 04:01:08,2019-05-06 04:01:08
70,82,,,2019-05-06 07:02:21,,,,,,,,,,,,
71,83,,,,,,,,,,,,2019-05-06 07:40:40,,2019-05-06 07:40:40,
72,84,,,,,,,,,,,,2019-05-06 08:08:01,,2019-05-06 08:08:01,
73,85,,,,,,,,,,,,2019-05-06 08:48:30,,2019-05-06 08:48:30,
74,86,,,,,,2019-05-06 09:33:35,,,,,2019-05-06 09:33:35,2019-05-06 09:28:52,,2019-05-06 09:28:52,2019-05-06 09:28:52
75,87,,,,,,2019-05-06 10:32:48,,,,,,,,2019-05-06 10:28:09,
76,88,,,,,,2019-05-06 11:39:00,,,,,,2019-05-06 11:30:00,,2019-05-06 11:30:00,2019-05-06 11:30:00
77,89,,,,,,2019-05-06 12:09:16,,,,,,2019-05-06 12:06:10,,2019-05-06 12:06:10,2019-05-06 12:06:10
78,90,,,,2019-05-06 12:42:06,,,,,,,,2019-05-06 12:37:10,,2019-05-06 12:37:10,2019-05-06 12:37:10
79,91,,,,,,2019-05-06 13:54:11,,,,,,2019-05-06 13:49:59,,2019-05-06 13:49:59,2019-05-06 13:49:59
80,92,,,,,,2019-05-06 14:40:36,,,,,,,,2019-05-06 14:36:36,
81,93,,,,,,2019-05-06 15:22:32,,,,,,,,2019-05-06 15:14:57,
82,94,,,,,,2019-05-06 15:46:23,,,,,,2019-05-06 15:41:26,,2019-05-06 15:41:26,
83,95,,,,,,2019-05-06 16:26:00,,,,,,2019-05-06 16:19:07,,2019-05-06 16:19:07,
84,96,,,,,,2019-05-06 17:23:13,,,,,2019-05-06 17:23:13,2019-05-06 17:15:22,,2019-05-06 17:15:22,
85,97,,,,,,,,,,2019-05-06 18:04:52,,2019-05-06 17:58:52,,2019-05-06 17:58:52,2019-05-06 17:58:52
86,98,,,,,,,,,,2019-05-06 19:03:57,,2019-05-06 18:57:40,,2019-05-06 18:57:40,2019-05-06 18:57:40
87,99,,,2019-05-06 19:44:28,,,,,,,,,2019-05-06 19:35:34,,2019-05-06 19:35:34,2019-05-06 19:35:34
88,100,,,,,,,,,,2019-05-06 20:19:14,,2019-05-06 20:13:44,,2019-05-06 20:13:44,2019-05-06 20:13:44
89,101,,,,,,,,,,2019-05-06 20:55:50,,2019-05-06 20:49:32,,2019-05-06 20:49:32,2019-05-06 20:49:32
90,102,,,2019-05-06 21:50:10,,,,,,,2019-05-06 21:50:10,,2019-05-06 21:30:51,,2019-05-06 21:30:51,2019-05-06 21:30:51
91,103,,,2019-05-06 22:53:08,,,,,,,2019-05-06 22:53:08,,2019-05-06 22:34:41,,2019-05-06 22:34:41,2019-05-06 22:34:41
92,104,,,,,,,,,,2019-05-07 00:01:01,,,,,
93,105,,,2019-05-07 00:54:57,,,,,,,,,,,,
94,106,,,,,,,,,,,,2019-05-07 01:41:59,,2019-05-07 01:41:59,2019-05-07 01:41:59
95,107,,,,,,,,,,,,2019-05-07 02:47:29,,2019-05-07 02:47:29,2019-05-07 02:47:29
96,108,,,,,,2019-05-07 03:28:06,,,,,2019-05-07 03:28:06,2019-05-07 03:22:50,,2019-05-07 03:22:50,2019-05-07 03:22:50
97,109,,,,,,,,,,,,2019-05-07 04:22:35,,2019-05-07 04:22:35,2019-05-07 04:22:35
98,111,,,,,,,,,,,,2019-05-07 06:01:54,,2019-05-07 06:01:54,2019-05-07 06:01:54
99,112,,,2019-05-07 07:04:17,,,,,,,,,,,,
100,113,,2019-05-07 08:36:19,,,2019-05-07 08:36:19,,,,,,,,,,
101,114,,2019-05-07 10:05:35,,,2019-05-07 10:05:35,,,,,,,,,,
102,115,2019-05-07 11:24:41,2019-05-07 11:37:42,,2019-05-07 12:25:51,2019-05-07 11:37:42,,2019-05-07 11:37:42,,,,2019-05-07 11:37:42,,,,
103,116,,,,2019-05-07 13:49:17,,,,,,,,2019-05-07 13:40:10,,2019-05-07 13:40:10,2019-05-07 13:40:10
104,117,2019-05-07 15:37:52,2019-05-07 15:45:34,,2019-05-07 16:13:03,2019-05-07 15:45:34,,,,,,,,,,
105,118,2019-05-07 16:15:34,2019-05-07 16:27:56,,2019-05-07 16:27:56,2019-05-07 16:27:56,,,,,,,,,,
106,119,2019-05-07 17:35:13,2019-05-07 17:38:50,,2019-05-07 17:35:13,2019-05-07 17:38:50,,,,,,,,,,
107,120,,,,2019-05-07 19:28:37,,,,,,,,2019-05-07 19:18:24,,2019-05-07 19:18:24,2019-05-07 19:18:24
108,121,,,,2019-05-07 20:15:30,,,,,,,,2019-05-07 20:10:43,,2019-05-07 20:10:43,2019-05-07 20:10:43
109,122,,,,2019-05-07 20:45:34,,,,,,,,2019-05-07 20:39:40,,2019-05-07 20:39:40,2019-05-07 20:39:40
110,123,,,,2019-05-07 21:40:14,,,,,,,,2019-05-07 21:31:28,,2019-05-07 21:31:28,
111,124,,,,2019-05-07 22:25:42,,,,,,,,2019-05-07 22:15:42,,2019-05-07 22:15:42,
112,125,,,2019-05-07 23:13:59,2019-05-07 22:59:48,,,,,,,,2019-05-07 22:54:18,,2019-05-07 22:54:18,
113,126,,,2019-05-08 00:00:01,,,,,,,,,2019-05-07 23:46:55,,2019-05-07 23:46:55,2019-05-07 23:46:55
114,127,,,2019-05-08 00:24:51,,,,,,,,,,,2019-05-08 00:20:55,2019-05-08 00:20:55
115,128,2019-05-08 01:00:11,,2019-05-08 01:12:37,,,,,,,,,2019-05-08 00:56:22,,2019-05-08 00:56:22,2019-05-08 00:56:22
116,129,,,,2019-05-08 04:53:00,,,,,,,,2019-05-08 04:42:57,,2019-05-08 04:42:57,2019-05-08 04:42:57
117,130,2019-05-08 05:26:23,,2019-05-08 05:42:08,,,,,,,,,2019-05-08 05:31:18,,2019-05-08 05:21:01,2019-05-08 05:21:01
118,131,,,,,,2019-05-08 06:34:30,,,,,2019-05-08 06:34:30,2019-05-08 06:21:32,,2019-05-08 06:21:32,2019-05-08 06:21:32
119,132,,,,,,2019-05-08 08:30:11,,,,,,,,2019-05-08 08:24:35,
120,133,,,2019-05-08 09:18:59,,,,,,,,,2019-05-08 09:12:46,,2019-05-08 09:12:46,2019-05-08 09:12:46
121,134,2019-05-08 10:05:03,,,,,,,,,,,2019-05-08 09:57:57,,2019-05-08 09:57:57,2019-05-08 09:57:57
122,135,2019-05-08 10:39:56,,2019-05-08 10:44:35,,,,,,,,,2019-05-08 10:35:21,,2019-05-08 10:35:21,2019-05-08 10:35:21
123,136,2019-05-08 11:33:17,,2019-05-08 11:35:35,,,,,,,,,2019-05-08 11:30:30,,2019-05-08 11:30:30,2019-05-08 11:30:30
124,137,,,2019-05-08 12:31:21,,,,,,,,,2019-05-08 12:28:24,,2019-05-08 12:28:24,2019-05-08 12:28:24
125,138,,,2019-05-08 13:11:13,,,,,,,,,2019-05-08 13:04:28,,2019-05-08 13:04:28,2019-05-08 13:04:28
126,139,,,2019-05-08 14:49:39,,,,,,,,,2019-05-08 14:07:02,,2019-05-08 14:07:02,2019-05-08 14:07:02
127,140,2019-05-08 15:14:16,,2019-05-08 15:17:32,,,,,,,,,,,2019-05-08 15:05:11,2019-05-08 15:05:11
128,141,,,,,,,,,,,,2019-05-08 15:46:44,,2019-05-08 15:46:44,
129,142,,,2019-05-08 16:30:06,,,,,,,,,2019-05-08 16:22:25,,2019-05-08 16:22:25,
130,143,,,2019-05-08 17:15:14,,,,,,,,,2019-05-08 17:08:50,,2019-05-08 17:08:50,
131,144,,,,,,,,,,,,2019-05-08 17:58:12,,2019-05-08 17:58:12,2019-05-08 17:58:12
132,145,,,2019-05-08 18:52:22,,,,,,,,,2019-05-08 18:41:47,,2019-05-08 18:41:47,2019-05-08 18:41:47
133,146,,,2019-05-08 19:31:31,,,,,,,,,2019-05-08 19:20:05,,2019-05-08 19:20:05,2019-05-08 19:20:05
134,147,,,2019-05-08 20:57:49,,,,,,,,,2019-05-08 20:43:17,,2019-05-08 20:43:17,2019-05-08 20:43:17
135,148,,,,,,,,,,,,2019-05-08 22:07:02,,2019-05-08 22:07:02,2019-05-08 22:07:02
136,149,,,,,,2019-05-08 23:40:46,,,,,2019-05-08 23:40:46,,,2019-05-08 23:36:51,2019-05-08 23:36:51
137,150,,,,,,2019-05-09 00:56:53,,,,,,2019-05-09 00:51:24,,2019-05-09 00:41:32,2019-05-09 00:51:24
138,152,,,,,,,,,,,,2019-05-09 01:35:16,,2019-05-09 01:35:16,2019-05-09 01:35:16
139,153,,,,,,2019-05-09 02:28:20,,,,,,,,2019-05-09 02:22:13,
140,154,,,,,,,,,,,,2019-05-09 03:22:31,,2019-05-09 03:22:31,2019-05-09 03:22:31
141,155,,,,,,,,,,,,2019-05-09 04:03:01,,2019-05-09 04:03:01,2019-05-09 04:03:01
142,156,2019-05-09 04:35:17,,,,,2019-05-09 04:38:12,,,,,2019-05-09 04:38:12,2019-05-09 04:33:36,,2019-05-09 04:33:36,2019-05-09 04:33:36
143,157,,,,,,,,,,,,,,2019-05-09 05:42:21,
144,158,,,2019-05-09 06:47:16,,2019-05-09 06:47:16,,,,,,,2019-05-09 06:43:47,,2019-05-09 06:43:47,2019-05-09 06:43:47
145,159,,,,,,2019-05-09 07:32:31,,,,,,,,2019-05-09 07:23:34,
146,160,,,,,,,,,,,,2019-05-09 08:11:53,,2019-05-09 08:11:53,2019-05-09 08:11:53
147,161,,,2019-05-09 09:14:46,,,,,,,,,2019-05-09 09:08:28,,2019-05-09 09:08:28,2019-05-09 09:08:28
148,162,,,2019-05-09 10:02:19,,,,,,,,,2019-05-09 09:53:59,,2019-05-09 09:53:59,2019-05-09 09:53:59
149,163,,,2019-05-09 11:05:30,,,2019-05-09 11:05:30,,,,,,2019-05-09 10:42:59,,2019-05-09 10:42:59,2019-05-09 10:42:59
150,164,,,2019-05-09 12:02:56,,,2019-05-09 12:02:55,,,,,,2019-05-09 11:38:03,,2019-05-09 11:38:03,2019-05-09 11:38:03
151,165,,,2019-05-09 12:55:03,,,,,,,,,2019-05-09 12:38:04,,2019-05-09 12:38:04,2019-05-09 12:38:04
152,166,,,2019-05-09 14:10:36,,,2019-05-09 14:14:18,,,,,,2019-05-09 13:48:31,,2019-05-09 13:48:31,2019-05-09 13:48:31
153,167,,,2019-05-09 15:15:36,,,2019-05-09 15:15:36,,,,,,,,,
154,168,,,2019-05-09 16:11:11,,,,,,,,,2019-05-09 15:56:08,,2019-05-09 15:56:08,2019-05-09 15:56:08
155,169,,,2019-05-09 16:40:55,,,,,,,,,2019-05-09 16:24:50,,2019-05-09 16:24:50,2019-05-09 16:24:50
156,170,,,2019-05-09 17:20:36,,,2019-05-09 17:05:35,,,,,,2019-05-09 17:00:40,,2019-05-09 17:00:40,
157,171,,,2019-05-09 18:16:12,,,2019-05-09 18:06:25,,,,,,2019-05-09 17:59:54,,2019-05-09 17:59:54,2019-05-09 17:59:54
158,172,,,2019-05-09 19:06:40,,,2019-05-09 18:55:20,,,,,,2019-05-09 18:51:34,,2019-05-09 18:51:34,
159,173,,,2019-05-09 19:40:39,,,2019-05-09 19:29:54,,,,,,2019-05-09 19:21:13,,2019-05-09 19:21:13,
160,174,,,2019-05-09 20:27:19,,,2019-05-09 20:16:36,,,,,,2019-05-09 20:12:53,,2019-05-09 20:12:53,
161,175,,,2019-05-09 21:11:02,,,2019-05-09 21:00:21,,,,,,2019-05-09 20:53:41,,2019-05-09 20:53:41,
162,176,,,2019-05-09 21:50:03,,,2019-05-09 21:31:41,,,,,2019-05-09 21:40:37,2019-05-09 21:24:23,,2019-05-09 21:24:23,
163,177,,,,2019-05-09 23:43:54,,,,,,,,2019-05-09 23:29:46,,2019-05-09 23:29:46,2019-05-09 23:29:46
164,178,,,,2019-05-10 00:42:36,,,,,,,,2019-05-10 00:36:55,,2019-05-10 00:36:55,2019-05-10 00:36:55
165,179,,,,2019-05-10 01:42:48,,,,,,,,2019-05-10 01:32:25,,2019-05-10 01:32:25,2019-05-10 01:32:25
166,180,,,,,,,,,,,,2019-05-10 02:27:30,,2019-05-10 02:18:57,2019-05-10 02:27:30
167,181,,,,,,,,,,,,,,2019-05-10 03:29:01,2019-05-10 03:29:01
168,182,,,,,,,,,,,,2019-05-10 04:12:34,,2019-05-10 04:12:34,2019-05-10 04:12:34
169,183,,,,,,2019-05-10 04:45:41,,,,,2019-05-10 04:45:41,2019-05-10 04:41:35,,2019-05-10 04:41:35,2019-05-10 04:41:35
170,184,,,,,,2019-05-10 05:30:27,,,,,,2019-05-10 05:26:25,,2019-05-10 05:26:25,2019-05-10 05:26:25
171,185,,,,,,,,,,,,,,2019-05-10 05:52:28,2019-05-10 05:52:28
172,186,,,,,,,,,,,,2019-05-10 06:22:36,,2019-05-10 06:22:36,2019-05-10 06:22:36
173,187,,,,,,,,,,,,2019-05-10 06:54:30,,2019-05-10 06:54:30,2019-05-10 06:54:30
174,189,,,,,,2019-05-10 08:25:11,,,,,2019-05-10 08:25:11,2019-05-10 08:06:42,,2019-05-10 08:06:42,2019-05-10 08:06:42
175,190,,,,,,2019-05-10 09:37:08,,,,,,,,,
176,191,,,,2019-05-10 10:34:29,,,,,,,,2019-05-10 10:22:15,,2019-05-10 10:22:15,2019-05-10 10:22:15
177,192,,,,,,2019-05-10 11:00:40,,,,,2019-05-10 11:00:40,,,,
178,193,,,,2019-05-10 12:10:03,,,,,,,,2019-05-10 11:53:10,,2019-05-10 11:53:10,2019-05-10 11:53:10
179,194,,,,2019-05-10 13:27:13,,,,,,,,,,,
180,196,,,,2019-05-10 15:20:02,,,,,,,,,,,
181,197,,,,,,,,,,,,2019-05-10 16:29:15,,2019-05-10 16:29:15,2019-05-10 16:29:15
182,198,2019-05-10 16:46:26,,,2019-05-10 16:52:19,,,,,,,,2019-05-10 16:16:02,2019-05-10 16:46:26,2019-05-10 16:16:02,2019-05-10 16:16:02
183,199,2019-05-10 17:16:52,,,2019-05-10 17:21:24,,,,,,,,2019-05-10 17:13:25,,2019-05-10 17:13:25,2019-05-10 17:13:25
184,200,,,,,,2019-05-10 18:00:40,,,,,,2019-05-10 17:56:05,,2019-05-10 17:56:05,2019-05-10 17:56:05
185,201,2019-05-10 18:41:05,,,2019-05-10 18:47:43,,,,,,,,2019-05-10 18:38:52,,2019-05-10 18:38:52,2019-05-10 18:38:52
186,202,2019-05-10 20:05:32,,,2019-05-10 20:23:38,,,,,,,,2019-05-10 19:50:59,,2019-05-10 19:50:59,2019-05-10 19:50:59
187,203,,,,2019-05-10 20:57:57,,,,,,,,,,2019-05-10 20:51:29,
188,204,,,,2019-05-10 21:25:33,,,,,,,,2019-05-10 21:16:38,2019-05-10 21:16:38,,2019-05-10 21:16:38
189,205,,,,2019-05-10 21:32:16,,,,,,,,2019-05-10 21:25:24,,2019-05-10 21:25:24,2019-05-10 21:25:24
190,206,,,,2019-05-10 22:16:17,,,,,,,,2019-05-10 22:12:37,,2019-05-10 22:12:37,2019-05-10 22:12:37
191,207,,,,2019-05-10 22:49:19,,,,,,,,2019-05-10 22:45:58,,2019-05-10 22:45:58,2019-05-10 22:45:58
192,208,,,,2019-05-10 23:25:04,,,,,,,,,,,
193,209,,,2019-05-11 00:47:54,,,,,,,,,2019-05-11 00:50:59,,2019-05-11 00:50:59,
194,210,,,2019-05-11 01:19:57,,,,,,,,,2019-05-11 01:23:38,,2019-05-11 01:23:38,
195,211,,,,,,,,,,,,2019-05-11 02:01:48,,2019-05-11 02:01:48,
196,212,,,,,,,,,,,,2019-05-11 02:30:31,,2019-05-11 02:30:31,
197,213,,,,,,,,,,,,2019-05-11 03:44:25,,2019-05-11 03:44:25,2019-05-11 03:44:25
198,214,,,,,,,,,,,,,,2019-05-11 04:41:31,
199,215,,,,2019-05-11 05:41:08,,,,,,,,2019-05-11 05:30:18,,2019-05-11 05:30:18,2019-05-11 05:30:18
200,216,,,,2019-05-11 06:18:07,,,,,,,,2019-05-11 06:14:24,,2019-05-11 06:14:24,2019-05-11 06:14:24
201,217,,,,2019-05-11 07:00:59,,,,,,,,2019-05-11 06:50:46,,2019-05-11 06:50:46,2019-05-11 06:50:46
202,218,,,,2019-05-11 08:03:48,,,,,,,,2019-05-11 07:42:26,,2019-05-11 07:42:26,2019-05-11 07:42:26
203,219,,,,2019-05-11 08:37:22,,,,,,,,2019-05-11 08:31:38,,2019-05-11 08:31:38,2019-05-11 08:31:38
204,220,,,,2019-05-11 09:44:30,,,,,,,,,,,
205,221,2019-05-11 10:46:17,,,2019-05-11 10:33:38,,,,,,,,2019-05-11 10:42:37,,2019-05-11 10:42:37,
206,222,2019-05-11 12:15:55,,,2019-05-11 12:36:49,,,,,,,,2019-05-11 12:11:42,,2019-05-11 12:11:42,2019-05-11 12:11:42
207,223,,,2019-05-11 13:38:09,,,,,,,,,2019-05-11 13:21:26,,2019-05-11 13:21:26,2019-05-11 13:21:26
208,224,,,,,,,,,,,,2019-05-11 14:12:24,,2019-05-11 14:12:24,2019-05-11 14:12:24
209,226,,,2019-05-11 16:38:50,,,,,,,,,2019-05-11 16:15:27,,2019-05-11 16:15:27,2019-05-11 16:15:27
210,227,2019-05-11 17:50:54,,,,,,,,,,,2019-05-11 17:50:54,,2019-05-11 17:50:54,
211,228,,,2019-05-11 19:58:40,,,2019-05-11 19:58:40,,,,,,2019-05-11 19:50:07,,2019-05-11 19:50:07,2019-05-11 19:50:07
212,229,,,,2019-05-11 21:33:53,2019-05-11 21:33:53,,,,,,,2019-05-11 21:09:26,,2019-05-11 21:09:26,2019-05-11 21:09:26
213,230,,,,2019-05-11 22:17:50,2019-05-11 22:17:50,,,,,,,2019-05-11 22:14:20,,2019-05-11 22:14:20,2019-05-11 22:14:20
214,231,,,,,2019-05-11 23:16:30,,,,,,,2019-05-11 22:52:07,,2019-05-11 22:52:07,2019-05-11 22:52:07
215,232,,,,,2019-05-12 00:01:33,,,,,,,2019-05-11 23:50:13,,2019-05-11 23:50:13,2019-05-11 23:50:13
216,233,,,,,2019-05-12 00:42:20,,,,,,,2019-05-12 00:36:02,,2019-05-12 00:36:02,2019-05-12 00:36:02
217,234,,,,,2019-05-12 01:19:42,,,,,,,2019-05-12 01:13:38,,2019-05-12 01:13:38,
218,235,,,2019-05-12 03:17:38,,2019-05-12 03:17:38,,,,,,,2019-05-12 03:05:42,,2019-05-12 03:05:42,2019-05-12 03:05:42
219,236,,,2019-05-12 04:19:32,,,,,,,,,,,2019-05-12 04:10:43,
220,237,,,,,,,,,,,,2019-05-12 04:43:11,,2019-05-12 04:43:11,
221,238,,,2019-05-12 05:20:03,,,,,,,,,,,2019-05-12 05:13:21,
222,239,,,,,,2019-05-12 05:45:07,,,,,,,,2019-05-12 05:39:49,
223,240,,,,,,,,,,,,,,2019-05-12 06:20:16,
