,key,Начало нагрева дугой,Конец нагрева дугой,Активная мощность,Реактивная мощность
212,46,2019-05-04 23:46:31,2019-05-04 23:48:13,0.4165529422999999,0.3121533394
213,46,2019-05-04 23:50:09,2019-05-04 23:53:27,0.7880171834999999,0.5604213476
214,46,2019-05-05 00:00:02,2019-05-05 00:06:06,1.4163151979,0.9232940078
215,46,2019-05-05 00:39:24,2019-05-05 00:41:35,0.4737738461999999,0.3205963969
216,46,2019-05-05 00:43:59,2019-05-05 00:50:01,1.5528523326,1.0737991929
217,46,2019-05-05 00:52:56,2019-05-05 00:58:01,1.3391981125,0.8880230187999999
218,46,2019-05-05 01:01:50,2019-05-05 01:04:50,0.8044459820000001,0.5336105824
219,46,2019-05-05 01:05:36,2019-05-05 01:08:45,0.8457651138,0.5561800003
220,46,2019-05-05 02:27:51,2019-05-05 02:30:22,0.5281292813,0.4143193065999999
221,46,2019-05-05 02:32:24,2019-05-05 02:37:35,1.3696905971000002,0.9200502932
222,46,2019-05-05 02:39:36,2019-05-05 02:45:37,1.6428265572,1.0888096094
223,46,2019-05-05 02:52:38,2019-05-05 02:55:25,0.7498149872,0.4921088219
224,46,2019-05-05 03:07:19,2019-05-05 03:08:57,0.4342432022,0.2865254879
225,47,2019-05-05 01:13:40,2019-05-05 01:16:12,0.5130433296,0.426972717
226,47,2019-05-05 01:19:27,2019-05-05 01:23:08,0.9512329698,0.6506747603
227,47,2019-05-05 01:25:21,2019-05-05 01:28:29,0.8331640959000001,0.5860674381000001
228,48,2019-05-05 01:40:30,2019-05-05 01:42:37,0.4387848947,0.3511220515
229,48,2019-05-05 01:45:08,2019-05-05 01:47:16,0.5612711608,0.4114652574
230,48,2019-05-05 01:50:00,2019-05-05 01:53:01,0.8044751883,0.5633378625
231,48,2019-05-05 01:54:47,2019-05-05 01:57:07,0.6261001825,0.4337388277
232,48,2019-05-05 02:00:57,2019-05-05 02:02:46,0.4581108093,0.3117350339999999
233,49,2019-05-05 03:45:43,2019-05-05 03:47:49,0.4439371708,0.3512940704999999
234,50,2019-05-05 04:46:17,2019-05-05 04:48:10,0.412177875,0.299390465
235,50,2019-05-05 04:59:53,2019-05-05 05:01:24,0.3070392311,0.2105944753
236,50,2019-05-05 05:03:43,2019-05-05 05:06:43,0.695258677,0.4574689865
237,50,2019-05-05 05:12:48,2019-05-05 05:15:53,0.7444723845000001,0.5488467813
238,51,2019-05-05 05:45:24,2019-05-05 05:47:41,0.4956624175999999,0.3438046277
239,51,2019-05-05 05:49:45,2019-05-05 05:59:56,2.7723186314,1.872731179
240,51,2019-05-05 06:01:34,2019-05-05 06:09:39,2.152518034,1.4345257282
241,51,2019-05-05 06:10:30,2019-05-05 06:11:30,0.2642149925,0.1766650676999999
242,52,2019-05-05 06:19:03,2019-05-05 06:21:11,0.4604879775,0.3210336566
243,52,2019-05-05 06:22:10,2019-05-05 06:32:18,2.1847289801,1.5435517728
244,52,2019-05-05 06:34:08,2019-05-05 06:39:10,1.0730316639,0.7493664026000001
245,52,2019-05-05 06:39:55,2019-05-05 06:42:31,0.5403101444,0.3769934177
246,52,2019-05-05 06:47:38,2019-05-05 06:49:54,0.4888300896,0.3394861221
247,52,2019-05-05 06:52:19,2019-05-05 06:53:45,0.3054265976,0.2114500999
248,53,2019-05-05 07:01:48,2019-05-05 07:03:56,0.5766390725,0.3940618932
249,53,2019-05-05 07:07:03,2019-05-05 07:15:16,2.2035928369,1.6625548601
250,53,2019-05-05 07:17:26,2019-05-05 07:21:30,1.0985608101,0.7819712162000001
251,53,2019-05-05 07:26:33,2019-05-05 07:29:36,0.8238856792,0.579934597
252,54,2019-05-05 07:46:51,2019-05-05 07:49:00,0.5282207865,0.3544755578
253,54,2019-05-05 07:49:55,2019-05-05 07:57:05,1.9277558327,1.3072072566
254,54,2019-05-05 07:59:36,2019-05-05 08:02:33,0.8099563122,0.5400257111
255,54,2019-05-05 08:10:56,2019-05-05 08:13:17,0.6384038925,0.4282298088
256,55,2019-05-05 08:23:48,2019-05-05 08:25:47,0.4991512389,0.3343721032
257,55,2019-05-05 08:27:45,2019-05-05 08:34:49,1.942240417,1.3033325374
258,55,2019-05-05 08:37:37,2019-05-05 08:43:21,1.5495347977,1.058989048
259,55,2019-05-05 08:49:06,2019-05-05 08:51:20,0.607940197,0.4092669486999999
260,56,2019-05-05 09:06:29,2019-05-05 09:08:16,0.477483995,0.3119001091
261,56,2019-05-05 09:09:14,2019-05-05 09:15:31,1.8499119282,1.0959691703
262,56,2019-05-05 09:17:39,2019-05-05 09:22:40,1.4262616634,0.8615621328
263,56,2019-05-05 09:26:12,2019-05-05 09:27:29,0.3387861252,0.2125368118
264,56,2019-05-05 09:29:42,2019-05-05 09:31:05,0.3733520508,0.2385063171
265,56,2019-05-05 09:39:41,2019-05-05 09:41:53,0.6003928185,0.3823795318999999
266,57,2019-05-05 09:54:13,2019-05-05 09:57:37,0.7327363098,0.5238208771
267,57,2019-05-05 10:01:13,2019-05-05 10:05:32,1.1315528154,0.7921541929000001
268,57,2019-05-05 10:08:31,2019-05-05 10:11:38,0.8239820004,0.6139944792
269,57,2019-05-05 10:18:21,2019-05-05 10:23:03,1.2358949184,0.8313179016
270,57,2019-05-05 10:28:01,2019-05-05 10:30:15,0.6053335667,0.3914849757999999
271,58,2019-05-05 10:45:57,2019-05-05 10:49:28,0.7668535536,0.5405861139
272,58,2019-05-05 10:54:16,2019-05-05 10:57:40,0.8895452023,0.6002798079999999
273,58,2019-05-05 11:00:46,2019-05-05 11:03:20,0.6838110685,0.5005424023
274,58,2019-05-05 11:05:47,2019-05-05 11:07:50,0.550665617,0.3708902597
275,59,2019-05-05 11:35:08,2019-05-05 11:38:28,0.7236771840999999,0.537959516
276,59,2019-05-05 11:44:25,2019-05-05 11:46:46,0.5077818036,0.3725844026
277,59,2019-05-05 11:50:26,2019-05-05 11:56:12,1.5337952375,1.1468137503
278,59,2019-05-05 12:00:14,2019-05-05 12:02:16,0.5414235592000001,0.393376112
279,59,2019-05-05 12:10:37,2019-05-05 12:12:44,0.5735180378,0.399903059
280,59,2019-05-05 12:13:21,2019-05-05 12:16:06,0.7527756690999999,0.5019710064
281,60,2019-05-05 12:57:13,2019-05-05 13:00:30,0.6943591861,0.500138402
282,60,2019-05-05 13:08:14,2019-05-05 13:11:19,0.7642249465000001,0.5368441939
283,60,2019-05-05 13:14:51,2019-05-05 13:17:18,0.6482622623,0.5053626299
284,60,2019-05-05 13:45:09,2019-05-05 13:48:09,0.7906363009999999,0.5374723672999999
285,61,2019-05-05 14:03:54,2019-05-05 14:07:49,0.8490266384,0.6128331423
286,61,2019-05-05 14:13:48,2019-05-05 14:16:13,0.5026963353,0.3936261535
287,61,2019-05-05 14:17:49,2019-05-05 14:19:17,0.3065065145,0.231893301
288,62,2019-05-05 14:50:46,2019-05-05 14:51:56,0.240273286,0.1869314164
289,62,2019-05-05 15:03:20,2019-05-05 15:05:57,0.6888199449,0.5146861671999999
290,62,2019-05-05 15:23:45,2019-05-05 15:24:17,0.1332723498,0.0904496311999999
291,62,2019-05-05 15:30:57,2019-05-05 15:35:06,1.0479743481,0.7110112906
292,63,2019-05-05 15:48:27,2019-05-05 15:50:53,0.4960261434,0.4420823975999999
293,63,2019-05-05 15:55:27,2019-05-05 15:58:44,0.6579372883,0.5722332596999999
294,63,2019-05-05 16:02:17,2019-05-05 16:04:33,0.4751851559,0.3746320009
295,63,2019-05-05 16:12:55,2019-05-05 16:14:22,0.3119318485,0.2634017467
296,64,2019-05-05 16:30:48,2019-05-05 16:32:48,0.3963808045,0.2960571348999999
297,64,2019-05-05 16:39:49,2019-05-05 16:42:24,0.5682501197,0.4141909778
298,64,2019-05-05 16:44:34,2019-05-05 16:47:41,0.7180526853,0.495883882
299,64,2019-05-05 17:14:26,2019-05-05 17:15:47,0.3078877926,0.2188560963
300,64,2019-05-05 17:17:31,2019-05-05 17:19:45,0.5728821754,0.3750524521
301,64,2019-05-05 17:20:38,2019-05-05 17:25:39,1.3732142448,0.9148266315
302,64,2019-05-05 17:27:21,2019-05-05 17:28:20,0.259591341,0.1795079707999999
303,65,2019-05-05 18:12:41,2019-05-05 18:14:53,0.4286291784,0.3542960286
304,65,2019-05-05 18:17:29,2019-05-05 18:22:56,1.1925072074,0.916390568
305,65,2019-05-05 18:32:54,2019-05-05 18:36:06,0.6308240897,0.4890971184
306,65,2019-05-05 18:37:40,2019-05-05 18:42:54,1.2174227834,0.9290378094
307,65,2019-05-05 18:44:21,2019-05-05 18:45:45,0.3306680918,0.2561950684
308,65,2019-05-05 18:46:51,2019-05-05 18:50:52,0.9664962292,0.743335247
309,65,2019-05-05 18:52:00,2019-05-05 18:55:00,0.7137601376,0.5533623695000001
310,66,2019-05-05 19:06:30,2019-05-05 19:09:47,0.6636389077,0.5771642327000001
311,66,2019-05-05 19:10:42,2019-05-05 19:14:35,0.9271102548,0.7603812218000001
