,key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
61,70,2019-05-05 21:29:33,,,,,,,,
62,71,2019-05-05 22:13:20,,,,,,,,
63,72,2019-05-05 22:46:34,,,,,,,,
64,73,2019-05-05 23:13:14,,,,,,,,
65,74,2019-05-06 00:01:23,,,,,,,,
66,75,2019-05-06 00:50:19,,,,,,,,
67,76,2019-05-06 01:27:56,,,,,,,,
68,77,2019-05-06 02:13:38,2019-05-06 02:38:11,,,,,,,
69,78,2019-05-06 03:01:24,2019-05-06 03:15:17,,,,,,,
70,79,2019-05-06 04:07:16,2019-05-06 04:20:00,,,,,,,
71,80,2019-05-06 05:33:41,,,,,,,,
72,86,2019-05-06 09:31:50,,,,,,,,
73,87,2019-05-06 10:31:48,,,,,,,,
74,89,2019-05-06 12:07:48,2019-05-06 12:09:24,,,,,,,
75,90,2019-05-06 12:41:33,,,,,,,,
76,91,2019-05-06 13:53:05,2019-05-06 13:54:40,,,,,,,
77,92,2019-05-06 14:52:45,,,,,,,,
78,93,2019-05-06 15:21:01,,,,,,,,
79,94,2019-05-06 15:45:27,,,,,,,,
80,95,2019-05-06 16:24:20,2019-05-06 16:30:11,,,,,,,
81,96,2019-05-06 17:22:12,2019-05-06 17:24:24,,,,,,,
82,97,2019-05-06 18:04:00,,,,,,,,
83,98,2019-05-06 19:03:36,,,,,,,,
84,99,2019-05-06 19:42:35,,,,,,,,
85,100,2019-05-06 20:18:13,,,,,,,,
86,101,2019-05-06 20:54:39,,,,,,,,
87,102,2019-05-06 21:49:21,,,,,,,,
88,103,2019-05-06 22:51:50,2019-05-06 22:53:45,,,,,,,
89,104,2019-05-06 23:59:25,,,,,,,,
90,105,2019-05-07 00:53:32,,,,,,,,
91,106,2019-05-07 01:48:04,,,,,,,,
92,107,2019-05-07 02:54:07,,,,,,,,
93,108,2019-05-07 03:26:37,2019-05-07 03:28:18,,,,,,,
94,110,2019-05-07 05:16:39,2019-05-07 05:17:24,,,,,,,
95,111,2019-05-07 06:12:10,2019-05-07 06:14:52,,,,,,,
96,112,2019-05-07 07:04:09,,,,,,,,
97,113,2019-05-07 08:34:28,,2019-05-07 08:50:29,2019-05-07 08:48:23,,2019-05-07 08:37:20,,,
98,114,,,2019-05-07 10:17:14,2019-05-07 10:14:55,,2019-05-07 10:06:35,,,
99,115,,,,,,2019-05-07 11:38:44,,,
100,116,2019-05-07 13:48:22,2019-05-07 13:58:34,,,,,,,
101,117,,,2019-05-07 15:50:31,,,2019-05-07 15:48:13,,,
102,118,,,2019-05-07 16:34:12,2019-05-07 16:09:18,,2019-05-07 16:29:11,,,
103,119,,,2019-05-07 17:43:23,,,2019-05-07 17:39:18,,,
104,120,2019-05-07 19:28:06,,,,,,,,
105,121,2019-05-07 20:14:57,,,,,,,,
106,122,2019-05-07 20:43:29,,,,,,,,
107,123,2019-05-07 21:39:48,,2019-05-07 21:58:49,,,2019-05-07 21:41:02,,,
108,124,2019-05-07 22:14:39,,2019-05-07 22:40:07,,,2019-05-07 22:26:31,,,
109,125,2019-05-07 22:59:12,,2019-05-07 23:27:46,,,2019-05-07 23:00:40,,,
110,126,2019-05-07 23:47:58,,,,,,,,
111,127,2019-05-08 00:23:47,,,,,2019-05-08 00:23:48,,,
112,128,2019-05-08 01:01:21,,,,,,,,
113,129,2019-05-08 04:39:13,,,,,,,,
114,130,2019-05-08 05:24:11,,,,,2019-05-08 05:41:30,,,
115,131,2019-05-08 06:32:24,,,,,2019-05-08 06:32:57,,,
116,132,,,,,,2019-05-08 08:30:38,,,
117,133,2019-05-08 09:31:46,,,,,2019-05-08 09:20:22,,,
118,134,,,,,,2019-05-08 10:04:54,,,
119,135,2019-05-08 10:43:58,,,,,2019-05-08 10:45:26,,,
120,136,2019-05-08 11:46:18,,,,,2019-05-08 11:36:29,,,
121,137,2019-05-08 12:30:19,,,,,2019-05-08 12:31:36,,,
122,138,2019-05-08 13:10:44,,,,,2019-05-08 13:11:38,,,
123,139,2019-05-08 14:11:36,,,,,2019-05-08 14:12:27,,,
124,140,2019-05-08 15:01:45,2019-05-08 15:17:17,,,,2019-05-08 15:18:20,,,
125,141,2019-05-08 15:52:18,,,,,2019-05-08 15:54:38,,,
126,142,2019-05-08 16:26:25,,,,,,,,
127,143,2019-05-08 17:13:16,,,,,,,,
128,144,2019-05-08 17:53:27,,,,,2019-05-08 18:10:03,,,
129,145,2019-05-08 18:36:44,,,,,2019-05-08 18:52:53,,,
130,146,2019-05-08 19:30:00,,,,,,,,
131,147,2019-05-08 20:56:18,2019-05-08 20:59:05,,,,2019-05-08 20:57:55,,,
132,148,2019-05-08 22:13:20,2019-05-08 22:13:56,,,,,,,
133,149,2019-05-08 23:38:54,,,,,,,,
134,150,2019-05-09 00:55:23,,,,,,,,
135,151,2019-05-09 02:05:10,,,,,,,,
136,152,2019-05-09 01:38:12,,,,,,,,
137,153,2019-05-09 02:27:20,,,,,,,,
138,154,2019-05-09 03:32:45,2019-05-09 03:33:15,,,,,,,
139,155,2019-05-09 04:05:46,,,,,,,,
140,156,2019-05-09 04:36:28,,,,,,,,
141,157,2019-05-09 05:59:50,,,,,,,,
142,158,2019-05-09 06:45:54,2019-05-09 06:46:52,,,,,,,
143,159,2019-05-09 07:31:13,,,,,,,,
144,160,2019-05-09 08:16:13,,,,,,,,
145,161,2019-05-09 09:13:23,2019-05-09 09:15:02,,,,,,,
146,162,2019-05-09 09:47:56,,,,,,,,
147,163,2019-05-09 10:49:57,2019-05-09 11:05:43,,,,,,,
148,164,2019-05-09 11:48:13,2019-05-09 12:02:55,,,,,,,
149,165,2019-05-09 12:40:40,2019-05-09 12:42:08,,,,,,,
150,166,2019-05-09 13:50:33,2019-05-09 13:53:49,,,,,,,
151,167,2019-05-09 15:04:59,2019-05-09 15:15:54,,,,,,,
152,168,2019-05-09 16:00:07,2019-05-09 16:00:57,,,,,,,
153,169,2019-05-09 16:28:52,2019-05-09 16:29:32,,,,,,,
154,170,2019-05-09 17:05:23,2019-05-09 17:21:59,,,,,,,
155,171,2019-05-09 18:03:34,2019-05-09 17:53:31,,,,,,,
156,172,2019-05-09 18:54:45,,,,,,,,
157,173,2019-05-09 19:26:55,,,,,,,,
158,174,2019-05-09 20:16:32,,,,,,,,
159,175,2019-05-09 21:00:12,,,,,,,,
160,176,2019-05-09 21:29:33,,,,,,,,
161,177,2019-05-09 23:41:05,,,,,,,,
162,178,2019-05-10 00:28:22,,,,,,,,
163,179,2019-05-10 01:41:51,,,,,,,,
164,180,2019-05-10 02:46:14,,,,,,,,
165,181,2019-05-10 03:32:49,,,,,,,,
166,182,2019-05-10 04:14:18,,,,,,,,
167,183,2019-05-10 04:43:29,,,,,,,,
168,184,2019-05-10 05:29:38,,,,,,,,
169,185,2019-05-10 05:56:12,,,,,,,,
170,186,2019-05-10 06:26:23,,,,,,,,
171,187,2019-05-10 06:57:08,,,,,,,,
172,188,2019-05-10 07:40:57,,,,,,,,
173,189,2019-05-10 08:23:05,2019-05-10 08:26:04,,,,,,,
174,190,2019-05-10 09:36:30,2019-05-10 09:37:16,,,,,,,
175,191,2019-05-10 10:32:25,,,,,,,,
176,192,2019-05-10 10:59:38,2019-05-10 11:00:34,,,,,,,
177,193,2019-05-10 12:09:31,,,,,,,,
178,194,2019-05-10 13:26:12,,,,,,,,
179,196,2019-05-10 15:19:28,,,,,,,,
180,198,2019-05-10 16:51:34,,,,,,,,
181,199,2019-05-10 17:20:33,,,,,,,,
182,200,2019-05-10 17:59:48,2019-05-10 18:01:29,,,,,,,
183,201,2019-05-10 18:46:09,,,,,,,,
184,202,2019-05-10 19:46:00,2019-05-10 20:23:51,,,,,,,
185,203,2019-05-10 20:57:38,2019-05-10 20:58:11,,,,,,,
186,204,2019-05-10 21:24:59,2019-05-10 21:25:46,,,,,,,
187,205,2019-05-10 21:32:14,2019-05-10 21:56:31,,,,,,,
188,206,2019-05-10 22:15:28,2019-05-10 22:26:44,,,,,,,
189,207,2019-05-10 22:49:00,2019-05-10 22:59:54,,,,,,,
190,208,2019-05-10 23:24:07,,,,,,,,
191,213,2019-05-11 03:46:47,,,,,,,,
192,214,2019-05-11 04:51:57,2019-05-11 04:52:56,,,,,,,
193,215,2019-05-11 05:39:38,,,,,,,,
194,216,2019-05-11 06:16:50,2019-05-11 06:27:56,,,,,,,
195,217,2019-05-11 06:45:21,,,,,,,,
196,218,2019-05-11 07:50:46,,,,,,,,
197,219,2019-05-11 08:37:05,2019-05-11 08:37:52,,,,,,,
198,220,2019-05-11 09:43:09,,,,,,,,
199,221,2019-05-11 10:32:46,2019-05-11 10:33:42,,,,,,,
200,222,2019-05-11 12:34:54,,,,,,,,
201,223,2019-05-11 13:37:17,2019-05-11 13:39:12,,,,,,,
202,224,2019-05-11 14:18:18,2019-05-11 14:19:16,,,,,,,
203,225,2019-05-11 15:10:37,2019-05-11 15:30:34,,,,,,,
204,226,2019-05-11 16:19:04,,,,,,,,
205,227,2019-05-11 17:42:49,,,,,,,,
206,228,2019-05-11 19:54:28,2019-05-11 19:59:49,,,,,,,
207,229,2019-05-11 21:12:19,,,,,,,,
208,230,2019-05-11 22:17:17,,,,,,,,
209,231,2019-05-11 23:01:52,,,,,,,,
210,232,2019-05-12 00:00:51,,,,,,,,
211,233,2019-05-12 00:41:29,,,,,,,,
212,234,2019-05-12 01:18:46,,,,,,,,
213,235,2019-05-12 03:13:25,2019-05-12 03:18:56,,,,,,,
214,236,2019-05-12 04:17:11,2019-05-12 04:20:11,,,,,,,
215,237,2019-05-12 04:48:32,2019-05-12 04:52:23,,,,,,,
216,238,2019-05-12 05:18:45,2019-05-12 05:20:59,,,,,,,
217,239,2019-05-12 05:44:38,2019-05-12 05:46:25,,,,,,,
218,240,2019-05-12 06:31:16,2019-05-12 06:31:57,,,,,,,
219,241,2019-05-12 07:34:05,2019-05-12 07:35:30,,,,,,,
220,242,2019-05-12 08:10:39,2019-05-12 08:21:51,,,,,,,
221,243,2019-05-12 08:34:48,2019-05-12 08:38:08,,,,,,,
222,244,2019-05-12 09:33:54,2019-05-12 09:36:51,,,,,,,
223,245,2019-05-12 10:17:30,2019-05-12 10:18:25,,,,,,,
224,246,2019-05-12 11:00:26,2019-05-12 11:03:42,,,,,,,
225,247,2019-05-12 12:04:10,2019-05-12 12:04:30,,,,,,,
226,248,2019-05-12 13:06:43,,,,,,,,
227,249,2019-05-12 13:53:17,,,,,,,,
228,250,2019-05-12 14:42:30,,,,,,,,
229,251,2019-05-12 15:38:48,,,,,,,,
230,252,2019-05-12 16:49:14,2019-05-12 16:50:21,,,,,,,
231,253,2019-05-12 17:53:11,2019-05-12 17:54:04,,,,,,,
232,254,2019-05-12 21:38:42,,,,,,,,
233,255,2019-05-12 22:36:44,,,,,,,,
234,256,2019-05-12 23:19:42,,,,,,,,
235,257,2019-05-12 23:54:19,,,,,,,,
236,258,2019-05-13 01:28:05,,,,,,,,
237,259,2019-05-13 03:01:21,,,,,,,,
238,260,2019-05-13 03:45:29,,,,,,,,
239,261,2019-05-13 04:15:24,,,,,,,,
240,262,2019-05-13 04:59:35,,,,,,,,
241,263,2019-05-13 05:55:26,,,,,,,,
242,264,2019-05-13 06:52:32,,,,,,,,
243,265,2019-05-13 07:23:52,,,,,,,,
244,266,2019-05-13 07:59:51,,,,,,,,
245,267,2019-05-13 08:37:53,,,,,,,,
246,268,2019-05-13 09:16:15,,,,,,,,
247,270,2019-05-13 13:12:41,2019-05-13 13:29:25,,,,,,,
248,271,2019-05-13 14:38:53,2019-05-13 14:40:11,,,,,,,
249,272,2019-05-13 15:34:44,2019-05-13 15:36:34,,,,,,,
250,273,2019-05-13 15:56:15,,,,,,,,
251,274,2019-05-13 16:35:06,2019-05-13 16:35:50,,,,,,,
252,275,2019-05-13 18:28:46,2019-05-13 18:29:22,,,,,,,
253,276,2019-05-13 19:08:08,2019-05-13 19:09:21,,,,,,,
254,277,2019-05-13 19:44:40,2019-05-13 19:46:55,,,,,,,
255,278,2019-05-13 20:56:50,2019-05-13 20:57:17,,,,,,,
256,279,2019-05-13 23:03:05,,,,,,,,
257,280,2019-05-13 23:40:41,2019-05-13 23:52:04,,,,,,2019-05-14 00:03:32,
258,281,2019-05-14 00:24:09,2019-05-14 00:25:06,,,,,,2019-05-14 00:36:39,
259,282,2019-05-14 00:58:07,2019-05-14 01:08:04,,,,,,2019-05-14 01:08:35,
260,283,2019-05-14 01:32:55,2019-05-14 01:44:04,,,,,,2019-05-14 01:44:34,
261,284,2019-05-14 02:11:08,2019-05-14 02:11:59,,,,,,2019-05-14 02:21:43,
262,285,2019-05-14 02:40:00,,,,,,,2019-05-14 02:50:24,
263,286,2019-05-14 03:10:57,2019-05-14 03:20:51,,,,,,2019-05-14 03:29:28,
264,287,2019-05-14 03:46:35,2019-05-14 03:59:18,,,,,,2019-05-14 03:59:47,
265,288,2019-05-14 04:26:38,,,,,,,2019-05-14 04:37:08,
266,289,2019-05-14 05:04:06,2019-05-14 05:13:57,,,,,,2019-05-14 05:14:25,
267,290,2019-05-14 05:43:05,,,,,,,,
268,291,2019-05-14 07:03:21,2019-05-14 07:16:57,,,,,,,
269,292,2019-05-14 07:56:13,,,,,,,,
270,293,2019-05-14 08:27:55,,,,,,,,
271,294,2019-05-14 09:16:02,,,,,,,,
272,295,2019-05-14 09:50:24,,,,,,,,
273,296,2019-05-14 10:15:45,,,,,,,,
274,297,2019-05-14 11:15:01,,,,,,,,
275,298,2019-05-14 12:03:03,,,,,,,,
276,299,2019-05-14 13:09:04,2019-05-14 13:09:46,,,,,,,
277,300,2019-05-14 14:26:00,2019-05-14 14:26:33,,,,,,,
278,301,2019-05-14 14:55:09,2019-05-14 15:07:32,,,,,,,
279,302,2019-05-14 15:40:27,2019-05-14 15:41:32,,,,,,,
280,303,2019-05-14 16:37:58,,,,,,,,
281,304,2019-05-14 17:17:56,2019-05-14 17:19:07,,,,,,,
282,305,2019-05-14 18:12:57,2019-05-14 18:30:07,,,,,,,
283,306,2019-05-14 18:56:47,,,,,,,,
284,307,2019-05-14 19:35:38,,,,,,,,
285,308,2019-05-14 20:08:12,,,,,,,,
286,309,2019-05-14 20:59:12,,,,,,,,
287,310,2019-05-14 22:06:29,2019-05-14 22:07:13,,,,,,,
288,311,2019-05-14 23:13:26,2019-05-14 23:37:48,,,,,,,
289,312,2019-05-15 00:15:25,,,,,,,,
290,313,2019-05-15 01:01:47,,,,,,,,
291,314,2019-05-15 01:41:18,,,,,,,,
292,315,2019-05-15 02:30:31,,,,,,,,
293,316,2019-05-15 03:26:20,2019-05-15 03:38:24,,,,,,,
294,317,2019-05-15 04:10:40,,,,,,,,
295,318,2019-05-15 04:41:40,,,,,,,,
296,319,2019-05-15 05:33:24,,,,,,,,
297,320,2019-05-15 06:41:47,,,,,,,,
298,321,2019-05-15 08:03:44,,,,,,,,
299,322,,2019-05-15 09:37:48,,,,,,,
300,323,2019-05-15 11:25:24,2019-05-15 11:26:07,,,,,,,
301,324,2019-05-15 12:55:53,,,,,,,,
302,325,2019-05-15 13:30:49,,,,,,,,
303,326,2019-05-15 14:10:02,,,,,,,,
304,327,2019-05-15 15:00:00,,,,,,,,
305,328,2019-05-15 15:38:37,2019-05-15 15:41:31,,,,,,,
306,329,2019-05-15 16:50:01,,,,,,,,
307,333,2019-05-15 20:38:12,,,,,,,,
308,334,2019-05-15 21:30:16,,,,,,,,
309,335,2019-05-15 22:36:45,,,,,,,,
310,336,2019-05-15 23:38:27,,,,,,,,
311,337,2019-05-16 00:25:32,2019-05-16 00:26:45,,,,,,,
312,338,2019-05-16 01:05:17,,,,,,,,
313,339,2019-05-16 01:44:19,,,,,,,,
314,340,2019-05-16 02:26:56,,,,,,,,
315,341,2019-05-16 03:28:23,2019-05-16 03:29:25,,,,,,,
316,342,2019-05-16 03:53:52,,,,,,,,
317,343,2019-05-16 04:32:49,,,,,,,,
318,344,2019-05-16 04:51:48,,,,,,,,
319,345,2019-05-16 05:44:32,,,,,,,,
320,346,2019-05-16 06:38:17,2019-05-16 06:39:07,,,,,,,
321,347,2019-05-16 07:31:15,2019-05-16 07:34:53,,,,,,,
322,348,2019-05-16 07:56:32,2019-05-16 07:57:06,,,,,,,
323,349,2019-05-16 08:40:50,2019-05-16 08:34:36,,,,,,,
324,350,2019-05-16 13:39:03,,,,,,,,
325,351,2019-05-16 14:27:53,2019-05-16 14:28:21,,,,,,,
326,352,2019-05-16 15:14:24,,,,,,,,
327,353,2019-05-16 16:20:57,,,,,,,,
328,354,2019-05-16 17:15:43,,,,,,,,
329,356,2019-05-16 19:14:23,,,,,,,,
330,357,2019-05-16 20:00:50,2019-05-16 20:14:17,,,,,,,
331,358,2019-05-16 22:28:41,2019-05-16 22:32:01,,,,,,,
332,359,2019-05-17 01:03:25,,,,,,,,
333,360,2019-05-17 01:41:08,,,,,,,,
334,361,2019-05-17 02:18:56,,,,,,,,
335,362,2019-05-17 03:06:00,,,,,,,,
336,363,2019-05-17 03:46:39,,,,,,,,
337,364,2019-05-17 04:51:23,,,,,,,,
338,365,2019-05-17 06:08:24,,,,,,,,
339,366,2019-05-17 07:00:22,,,,,,,,
340,367,2019-05-17 07:34:48,2019-05-17 07:35:51,,,,,,,
341,368,2019-05-17 08:07:50,,,,,,,,
342,369,2019-05-17 08:33:41,2019-05-17 08:35:12,,,,,,,
343,370,2019-05-17 09:07:58,,,,,,,,
344,371,2019-05-17 09:49:14,,,,,,,,
345,372,2019-05-17 10:37:32,,,,,,,,
346,373,2019-05-17 11:31:25,,,,,,,,
347,374,2019-05-17 12:30:20,,,,,,,,
348,379,2019-05-17 15:50:26,,,,,,,,
349,380,2019-05-17 17:01:24,,,,,,,,
350,381,2019-05-17 18:07:53,,,,,,,,
351,383,2019-05-17 19:07:18,2019-05-17 19:08:40,,,,,,,
352,384,2019-05-17 20:01:32,,,,,,,,
353,385,2019-05-17 20:51:58,,,,,,,,
354,386,2019-05-17 21:58:20,,,,,,,,
355,387,2019-05-17 22:53:50,,,,,,,,
356,388,2019-05-17 23:34:46,,,,,,,,
357,389,2019-05-18 00:09:57,2019-05-18 00:10:55,,,,,,,
358,390,2019-05-18 01:23:45,,,,,,,,
359,391,2019-05-18 02:33:42,,,,,,,,
360,392,2019-05-18 03:07:51,,,,,,,,
361,393,2019-05-18 03:39:07,,,,,,,,
362,394,2019-05-18 04:05:05,,,,,,,,
363,395,2019-05-18 04:46:33,,,,,,,,
364,396,2019-05-18 05:12:06,,,,,,,,
365,397,2019-05-18 05:44:44,,,,,,,,
366,398,2019-05-18 06:20:50,,,,,,,,
367,399,2019-05-18 06:53:26,,,,,,,,
368,400,2019-05-18 07:26:50,,,,,,,,
369,401,2019-05-18 08:07:05,,,,,,,,
370,402,2019-05-18 08:40:24,,,,,,,,
371,403,2019-05-18 09:33:04,,,,,,,,
372,404,2019-05-18 10:08:21,2019-05-18 10:10:08,,,,,,,
373,405,2019-05-18 11:54:42,2019-05-18 11:56:09,,,,,,,
374,406,2019-05-18 12:44:53,2019-05-18 12:47:26,2019-05-18 13:04:48,,,,,,
375,407,2019-05-18 13:22:21,2019-05-18 13:22:44,2019-05-18 13:41:36,,,,,,
376,408,2019-05-18 14:00:52,2019-05-18 14:10:26,,,,,,,
377,409,2019-05-18 14:31:21,2019-05-18 14:32:10,,,,,,,
378,410,2019-05-18 15:04:00,2019-05-18 15:04:41,,,,,,,
379,411,2019-05-18 15:44:19,2019-05-18 15:45:05,,,,,,,
380,412,2019-05-18 16:19:46,,,,,,,,
381,413,2019-05-18 17:03:30,2019-05-18 17:23:51,,,,,,,
382,414,2019-05-18 17:53:26,2019-05-18 18:05:57,,,,,,,
383,415,2019-05-18 18:33:19,2019-05-18 18:33:48,,,,,,,
384,416,2019-05-18 19:44:56,2019-05-18 19:45:29,,,,,,,
385,417,2019-05-18 20:28:44,2019-05-18 20:30:02,2019-05-18 20:52:18,,,,,,
386,418,2019-05-18 21:29:20,2019-05-18 21:30:21,2019-05-18 21:49:12,,,,,,
387,419,2019-05-18 22:17:35,,,,,,,,
388,420,2019-05-18 23:03:52,,,,,,,,
389,421,2019-05-18 23:58:24,2019-05-19 00:09:58,,,,,,,
390,422,2019-05-19 00:39:58,2019-05-19 00:40:45,,,,,,,
391,423,2019-05-19 01:38:44,2019-05-19 01:39:39,,,,,,,
392,424,2019-05-19 02:29:51,2019-05-19 02:52:43,,,,,,,
393,425,2019-05-19 03:30:38,,,,,,,,
394,426,2019-05-19 04:20:59,,,,,,,,
395,427,2019-05-19 05:47:42,,,,,,,,
396,428,2019-05-19 06:23:23,,,,,,,,
397,429,2019-05-19 07:11:58,,,,,,,,
398,430,2019-05-19 07:56:43,,,,,,,,
399,431,2019-05-19 08:16:54,,,,,,,,
400,432,2019-05-19 09:01:04,,,,,,,,
401,433,2019-05-19 09:20:57,,,,,,,,
402,434,2019-05-19 10:21:01,,,,,,,,
403,435,2019-05-19 11:10:37,2019-05-19 11:12:16,,,,,,,
404,436,2019-05-19 12:14:42,2019-05-19 12:13:14,,,,,,,
405,437,2019-05-19 13:11:51,2019-05-19 13:13:31,,,,,,,
406,438,2019-05-19 14:44:59,2019-05-19 14:46:00,,,,,,,
407,439,2019-05-19 15:16:33,,,,,,,,
408,440,2019-05-19 15:54:43,,,,,,,,
409,441,2019-05-19 16:26:02,,,,,,,,
410,442,2019-05-19 17:09:24,,,,,,,,
411,443,2019-05-19 17:52:31,2019-05-19 17:52:51,,,,,,,
412,444,2019-05-19 18:42:28,,,,,,,,
413,445,2019-05-19 19:55:05,2019-05-19 19:55:22,,,,,,,
414,446,2019-05-19 20:30:45,,,,,,,,
415,447,2019-05-19 21:15:38,2019-05-19 21:33:08,,,,,,,
416,448,2019-05-19 22:10:19,,,,,,,,
417,449,2019-05-19 22:43:20,2019-05-19 22:43:45,,,,,,,
418,450,2019-05-19 23:08:41,2019-05-19 23:34:13,,,,,,,
419,451,2019-05-20 00:32:28,2019-05-20 00:33:04,,,,,,,
420,452,2019-05-20 01:57:06,,,,,,,,
421,453,2019-05-20 02:56:47,2019-05-20 03:32:23,,,,,,,
422,454,2019-05-20 03:51:34,2019-05-20 04:10:03,,,,,,,
423,455,2019-05-20 04:45:29,2019-05-20 04:47:12,,,,,,,
424,456,2019-05-20 05:30:14,,,,,,,,
425,457,2019-05-20 06:39:05,,,,,,,,
426,458,2019-05-20 07:47:08,,,,,,,,
427,459,2019-05-20 08:24:26,,,,,,,,
428,460,2019-05-20 10:45:11,,,,,,,,
429,461,2019-05-20 11:43:22,,,,,,,,
430,462,2019-05-20 12:39:12,,,,,,,,
431,463,2019-05-20 13:31:56,,,,,,,,
432,464,2019-05-20 14:22:54,,,,,,,,
433,465,2019-05-20 15:15:20,2019-05-20 15:17:51,,,,,,,
434,466,2019-05-20 15:56:14,,,,,,,,
435,467,2019-05-20 16:29:39,,,,,,,,
436,468,2019-05-20 17:18:24,2019-05-20 17:29:50,,,,,,,
437,469,2019-05-20 18:06:08,,,,,,,,
438,470,2019-05-20 19:22:40,,,,,,,,
439,471,2019-05-20 19:56:06,,,,,,,,
440,472,2019-05-20 20:27:56,,,,,,,,
441,473,2019-05-20 21:20:41,2019-05-20 21:37:29,,,,,,,
442,474,2019-05-21 00:52:39,,,,,,,,
443,475,2019-05-21 01:52:47,2019-05-21 01:56:52,,,,,,,
444,476,2019-05-21 03:21:09,,,,,,,,
445,477,2019-05-21 03:53:07,,,,,,,,
446,478,2019-05-21 04:26:08,2019-05-21 04:42:08,,,,,,,
447,479,2019-05-21 05:46:16,2019-05-21 05:48:07,,,,,,,
448,480,2019-05-21 06:39:52,2019-05-21 06:41:55,,,,,,,
449,481,2019-05-21 07:23:43,,,,,,,,
450,482,2019-05-21 08:29:45,,,,,,,,
