,key,Время замера,Температура
372,63,2019-05-05 15:53:11,1580.0
373,63,2019-05-05 16:08:15,1584.0
374,63,2019-05-05 16:12:40,1578.0
375,63,2019-05-05 16:15:32,1580.0
376,64,2019-05-05 16:34:22,1581.0
377,64,2019-05-05 16:57:39,1582.0
378,64,2019-05-05 17:17:24,1566.0
379,64,2019-05-05 17:26:46,1597.0
380,65,2019-05-05 18:17:01,1543.0
381,65,2019-05-05 18:37:31,1559.0
382,65,2019-05-05 18:44:07,1576.0
383,65,2019-05-05 18:51:48,1596.0
384,65,2019-05-05 18:56:12,1606.0
385,66,2019-05-05 19:10:25,1579.0
386,66,2019-05-05 19:20:55,1606.0
387,66,2019-05-05 19:26:45,1610.0
388,66,2019-05-05 19:27:19,1612.0
389,66,2019-05-05 19:30:55,1621.0
390,67,2019-05-05 19:41:00,1558.0
391,67,2019-05-05 19:50:23,1569.0
392,67,2019-05-05 19:56:45,1591.0
393,67,2019-05-05 19:57:15,1585.0
394,67,2019-05-05 20:00:06,1585.0
395,67,2019-05-05 20:00:40,1594.0
396,68,2019-05-05 20:09:31,1581.0
397,68,2019-05-05 20:14:29,1580.0
398,68,2019-05-05 20:18:08,1592.0
399,69,2019-05-05 20:31:59,1589.0
400,69,2019-05-05 20:32:39,1588.0
401,69,2019-05-05 20:41:12,1592.0
402,69,2019-05-05 21:00:19,1595.0
403,69,2019-05-05 21:06:19,1585.0
404,69,2019-05-05 21:10:40,1590.0
405,70,2019-05-05 21:24:05,1583.0
406,70,2019-05-05 21:31:13,1606.0
407,70,2019-05-05 21:31:48,1596.0
408,70,2019-05-05 21:34:19,1583.0
409,70,2019-05-05 21:37:01,1584.0
410,70,2019-05-05 21:40:22,1586.0
411,70,2019-05-05 21:42:24,1586.0
412,71,2019-05-05 21:56:49,1591.0
413,71,2019-05-05 21:57:17,1590.0
414,71,2019-05-05 22:14:13,1594.0
415,71,2019-05-05 22:15:00,1593.0
416,71,2019-05-05 22:26:54,1589.0
417,72,2019-05-05 22:44:33,1590.0
418,72,2019-05-05 22:52:18,1595.0
419,73,2019-05-05 23:06:45,1591.0
420,73,2019-05-05 23:13:43,1599.0
421,73,2019-05-05 23:26:02,1597.0
422,73,2019-05-05 23:35:17,1588.0
423,73,2019-05-05 23:40:17,1598.0
424,73,2019-05-05 23:41:58,1593.0
425,74,2019-05-05 23:51:01,1593.0
426,74,2019-05-05 23:51:29,1574.0
427,74,2019-05-06 00:01:51,1581.0
428,74,2019-05-06 00:10:22,1592.0
429,74,2019-05-06 00:16:56,1597.0
430,74,2019-05-06 00:17:40,1597.0
431,74,2019-05-06 00:18:54,1600.0
432,74,2019-05-06 00:19:42,1595.0
433,75,2019-05-06 00:36:57,1606.0
434,75,2019-05-06 00:37:28,1609.0
435,75,2019-05-06 00:38:19,1619.0
436,75,2019-05-06 00:41:06,1602.0
437,75,2019-05-06 00:41:58,1600.0
438,75,2019-05-06 00:42:29,1592.0
439,75,2019-05-06 00:49:22,1597.0
440,75,2019-05-06 00:55:48,1593.0
441,75,2019-05-06 01:01:30,1593.0
442,75,2019-05-06 01:02:01,1589.0
443,75,2019-05-06 01:06:47,1592.0
444,76,2019-05-06 01:13:33,1614.0
445,76,2019-05-06 01:24:43,1592.0
446,76,2019-05-06 01:33:20,1597.0
447,76,2019-05-06 01:39:15,1585.0
448,76,2019-05-06 01:43:46,1589.0
449,77,2019-05-06 02:13:08,1605.0
450,77,2019-05-06 02:28:27,1594.0
451,77,2019-05-06 02:34:01,1603.0
452,77,2019-05-06 02:40:19,1601.0
453,77,2019-05-06 02:43:35,1604.0
454,78,2019-05-06 02:51:09,1604.0
455,78,2019-05-06 02:51:42,1548.0
456,78,2019-05-06 03:06:43,1578.0
457,78,2019-05-06 03:15:13,1576.0
458,78,2019-05-06 03:20:10,1583.0
459,79,2019-05-06 03:57:16,1541.0
460,79,2019-05-06 04:08:12,1553.0
461,79,2019-05-06 04:17:23,1582.0
462,79,2019-05-06 04:22:55,1571.0
463,79,2019-05-06 04:23:37,1571.0
464,79,2019-05-06 04:24:04,1569.0
465,79,2019-05-06 04:26:21,1578.0
466,80,2019-05-06 05:27:44,1559.0
467,80,2019-05-06 05:34:13,1574.0
468,80,2019-05-06 05:44:08,1583.0
469,80,2019-05-06 05:45:14,1580.0
470,81,2019-05-06 06:22:24,1654.0
471,81,2019-05-06 06:29:14,1662.0
472,81,2019-05-06 06:36:53,1679.0
473,82,2019-05-06 06:59:25,1621.0
474,82,2019-05-06 07:06:26,1637.0
475,82,2019-05-06 07:13:04,1659.0
476,82,2019-05-06 07:13:42,1654.0
477,83,2019-05-06 07:36:26,1622.0
478,83,2019-05-06 07:48:55,1612.0
479,83,2019-05-06 07:57:32,1644.0
480,84,2019-05-06 08:07:28,1615.0
481,84,2019-05-06 08:21:14,1626.0
482,84,2019-05-06 08:26:48,1626.0
483,84,2019-05-06 08:27:28,1626.0
484,84,2019-05-06 08:28:09,1649.0
485,85,2019-05-06 08:45:10,1615.0
486,85,2019-05-06 08:53:14,1631.0
487,85,2019-05-06 08:59:09,1643.0
488,86,2019-05-06 09:23:09,1605.0
489,86,2019-05-06 09:33:14,1596.0
490,86,2019-05-06 09:47:54,1588.0
491,86,2019-05-06 09:57:06,1598.0
492,86,2019-05-06 09:58:31,1593.0
493,86,2019-05-06 10:02:51,1586.0
494,87,2019-05-06 10:25:28,1607.0
495,87,2019-05-06 10:33:03,1607.0
496,87,2019-05-06 10:47:55,1584.0
497,87,2019-05-06 11:06:42,1596.0
498,87,2019-05-06 11:12:21,1589.0
499,87,2019-05-06 11:13:48,1585.0
500,87,2019-05-06 11:18:32,1586.0
501,87,2019-05-06 11:19:09,1590.0
502,88,2019-05-06 11:28:10,1526.0
503,88,2019-05-06 11:37:54,1550.0
504,88,2019-05-06 11:47:46,1580.0
505,88,2019-05-06 11:52:20,1581.0
506,89,2019-05-06 12:07:45,1565.0
507,89,2019-05-06 12:18:29,1581.0
508,89,2019-05-06 12:26:30,1583.0
509,90,2019-05-06 12:34:33,1587.0
510,90,2019-05-06 12:41:16,1591.0
511,90,2019-05-06 13:00:31,1618.0
512,90,2019-05-06 13:07:53,1606.0
513,90,2019-05-06 13:12:39,1609.0
514,91,2019-05-06 13:45:15,1569.0
515,91,2019-05-06 13:52:47,1561.0
516,91,2019-05-06 14:11:28,1576.0
517,91,2019-05-06 14:19:32,1580.0
518,91,2019-05-06 14:22:37,1579.0
519,91,2019-05-06 14:23:14,1592.0
520,91,2019-05-06 14:24:08,1589.0
521,91,2019-05-06 14:25:53,1587.0
522,92,2019-05-06 14:34:04,1572.0
523,92,2019-05-06 14:41:45,1584.0
524,92,2019-05-06 14:52:25,1582.0
525,92,2019-05-06 14:58:26,1587.0
526,92,2019-05-06 15:00:19,1583.0
527,93,2019-05-06 15:12:51,1557.0
528,93,2019-05-06 15:25:36,1571.0
529,93,2019-05-06 15:29:32,1580.0
530,94,2019-05-06 15:39:26,1591.0
531,94,2019-05-06 15:46:24,1593.0
532,94,2019-05-06 15:50:14,1599.0
533,94,2019-05-06 16:00:24,1599.0
534,94,2019-05-06 16:01:05,1588.0
535,94,2019-05-06 16:04:28,1597.0
536,95,2019-05-06 16:16:13,1598.0
537,95,2019-05-06 16:30:08,1588.0
538,95,2019-05-06 16:34:05,1584.0
539,95,2019-05-06 16:40:57,1578.0
540,95,2019-05-06 16:51:02,1578.0
541,95,2019-05-06 16:51:41,1580.0
542,95,2019-05-06 16:54:55,1584.0
543,95,2019-05-06 17:03:00,1587.0
544,96,2019-05-06 17:14:15,1578.0
545,96,2019-05-06 17:23:18,1580.0
546,96,2019-05-06 17:28:26,1583.0
547,96,2019-05-06 17:38:05,1586.0
548,97,2019-05-06 17:52:44,1603.0
549,97,2019-05-06 17:53:28,1592.0
550,97,2019-05-06 17:54:31,1586.0
551,97,2019-05-06 18:11:41,1588.0
552,97,2019-05-06 18:29:06,1587.0
553,97,2019-05-06 18:36:50,1593.0
554,97,2019-05-06 18:43:11,1596.0
555,97,2019-05-06 18:49:14,1596.0
556,98,2019-05-06 19:09:34,1572.0
557,98,2019-05-06 19:19:16,1593.0
558,98,2019-05-06 19:23:13,1586.0
559,98,2019-05-06 19:23:58,1599.0
560,99,2019-05-06 19:49:06,1557.0
561,99,2019-05-06 19:55:14,1607.0
562,99,2019-05-06 19:56:04,1604.0
563,99,2019-05-06 19:57:05,1599.0
564,99,2019-05-06 20:01:00,1598.0
565,100,2019-05-06 20:10:10,1544.0
566,100,2019-05-06 20:24:09,1568.0
567,100,2019-05-06 20:33:37,1589.0
568,100,2019-05-06 20:35:59,1594.0
569,101,2019-05-06 20:47:21,1589.0
570,101,2019-05-06 20:55:53,1596.0
571,101,2019-05-06 20:59:42,1599.0
572,101,2019-05-06 21:09:06,1584.0
573,101,2019-05-06 21:14:47,1585.0
574,101,2019-05-06 21:15:28,1587.0
575,102,2019-05-06 21:27:40,1611.0
576,102,2019-05-06 21:49:51,1606.0
577,102,2019-05-06 21:56:27,1594.0
578,102,2019-05-06 22:03:28,1599.0
579,102,2019-05-06 22:07:37,1597.0
580,102,2019-05-06 22:10:21,1597.0
581,102,2019-05-06 22:11:22,1592.0
582,103,2019-05-06 22:31:11,1596.0
583,103,2019-05-06 22:46:11,1597.0
584,103,2019-05-06 22:59:46,1597.0
585,103,2019-05-06 23:00:17,1587.0
586,103,2019-05-06 23:05:27,1588.0
587,103,2019-05-06 23:11:45,1583.0
588,103,2019-05-06 23:16:30,1600.0
589,103,2019-05-06 23:20:10,1597.0
590,103,2019-05-06 23:20:43,1599.0
591,103,2019-05-06 23:22:04,1595.0
592,104,2019-05-06 23:43:30,1616.0
593,104,2019-05-06 23:49:17,1596.0
594,104,2019-05-07 00:01:13,1600.0
595,104,2019-05-07 00:07:01,1592.0
596,104,2019-05-07 00:15:42,1600.0
597,104,2019-05-07 00:19:39,1596.0
598,104,2019-05-07 00:21:32,1600.0
599,104,2019-05-07 00:22:58,1591.0
600,104,2019-05-07 00:23:24,1591.0
601,105,2019-05-07 00:40:13,1585.0
602,105,2019-05-07 00:41:16,1589.0
603,105,2019-05-07 00:54:04,1581.0
604,105,2019-05-07 01:02:25,1601.0
605,105,2019-05-07 01:07:44,1598.0
606,105,2019-05-07 01:12:33,1592.0
607,106,2019-05-07 01:37:17,1594.0
608,106,2019-05-07 01:49:44,1598.0
609,106,2019-05-07 01:58:26,1610.0
610,106,2019-05-07 02:10:20,1617.0
611,106,2019-05-07 02:19:29,1617.0
612,106,2019-05-07 02:20:08,1613.0
613,106,2019-05-07 02:21:49,1607.0
614,107,2019-05-07 02:44:08,1588.0
615,107,2019-05-07 02:54:12,1585.0
616,107,2019-05-07 03:00:45,1585.0
617,107,2019-05-07 03:01:21,1595.0
618,107,2019-05-07 03:04:08,1590.0
619,108,2019-05-07 03:19:52,1619.0
620,108,2019-05-07 03:28:50,1610.0
621,108,2019-05-07 03:33:40,1601.0
622,108,2019-05-07 03:37:16,1599.0
623,108,2019-05-07 03:38:18,1599.0
624,108,2019-05-07 03:38:51,1590.0
625,108,2019-05-07 03:39:32,1597.0
626,109,2019-05-07 04:17:24,1595.0
627,109,2019-05-07 04:28:54,1597.0
628,109,2019-05-07 04:36:41,1617.0
629,109,2019-05-07 04:40:27,1615.0
630,110,2019-05-07 05:15:29,1596.0
631,110,2019-05-07 05:18:46,1585.0
632,110,2019-05-07 05:23:42,1591.0
633,110,2019-05-07 05:27:43,1582.0
634,111,2019-05-07 06:00:19,1620.0
